epoch,train_loss,train_acc,val_loss,val_acc
1,0.31110871319313255,0.8914778395325638,0.22020230860637618,0.9256666666666666
2,0.13932926054186864,0.950406156477127,0.2640563218653582,0.913
3,0.08599894938530116,0.9692176143651133,0.270362474207588,0.9226666666666666
4,0.05928448865567769,0.979977198232863,0.26064345517193516,0.9346666666666666
5,0.04540922380974548,0.9847513182271626,0.27294103999311314,0.9326666666666666
